"seqno","organizer","tel","extension","mobile telephone","zipcode","district","hosp_addr","type","location","mon_stime","mon_dtime","tue_stime","tue_dtime","wed_stime","wed_dtime","thu_stime","thu_dtime","fri_stime","fri_dtime","sat_stime","sat_dtime","sun_stime","sun_dtime","remark","date","battery expiration date","electrical pads expiration date"
"59940","新北市立圖書館板橋四維分館","0222521933","","","220","板橋區","新北市板橋區陽明街168號","大型休閒場所","本館一樓大廳","08:30:00","17:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","17:00:00","2024-04-03 10:23:32","2024-12-24","2025-05-17","2025-05-17"
"44998","新北市政府勞動檢查處","02-22523299","","","220","板橋區","新北市板橋區華江一路216號1樓","其他","新北市政府勞動檢查處1樓大門入口右側","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","","","","","2021-12-20 19:59:01","2019-10-01","2023-06-17","2023-06-17"
"6210","新北市板橋區文聖國民小學","02-22530782","","","220","板橋區","新北市板橋區文聖街86號","學校、大型集會場所","守衛室右側牆上","08:00:00","16:30:00","08:00:00","16:30:00","08:00:00","16:30:00","08:00:00","16:30:00","08:00:00","16:30:00","","","","","2021-12-20 19:57:04","2014-09-03","2021-04-17","2018-04-17"
"4899","新北市藝文中心","02-22534417","","","220","板橋區","新北市板橋區莊敬路62號","大型休閒場所","演藝廳大廳男廁旁","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","2021-12-20 19:57:31","2014-06-23","2025-05-17","2025-05-17"
"8961","香港商世界健身事業有限公司板橋雙十分公司","02-2254-5000","","","220","板橋區","新北市板橋區雙十路二段143號B1","學校、大型集會場所","B1飲料販賣機旁","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","2021-12-20 19:57:54","2016-12-29","2021-04-03","2021-04-03"
"10294","揚生六○館-板橋館","0222556866","","","220","板橋區","新北市板橋區文化路二段285號31樓","其他","六○館內","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","","","","","2021-12-20 19:56:21","","",""
"58342","板橋區清潔隊車北班","02-2257 4007","","","220","板橋區","新北市板橋區民生路二段89-8號","交通要衝","板橋區清潔隊車北班","","","","","","","","","","","","","","","2021-12-20 19:58:25","2021-01-28","2028-08-31","2025-02-28"
"45565","致理科技大學","02-22576167-1211","","","220","板橋區","新北市板橋區文化路一段313號","學校、大型集會場所","學生宿舍左側門口","05:30:00","22:00:00","05:30:00","22:00:00","05:30:00","22:00:00","05:30:00","22:00:00","05:30:00","22:00:00","05:30:00","21:00:00","05:30:00","21:00:00","2021-12-20 19:58:51","2020-08-26","2025-01-03","2025-04-30"
"45565","致理科技大學","02-22576167-1211","","","220","板橋區","新北市板橋區文化路一段313號","學校、大型集會場所","行政(忠孝)大樓1樓軍訓室對面","05:30:00","22:00:00","05:30:00","22:00:00","05:30:00","22:00:00","05:30:00","22:00:00","05:30:00","22:00:00","05:30:00","21:00:00","05:30:00","21:00:00","2022-07-13 13:52:46","2022-06-28","",""
"1028","新北市政府衛生局","02-22577155","","","220","板橋區","新北市板橋區英士路192-1號","其他","本局第一行政大樓1樓大廳","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","","","","","2021-12-20 19:58:57","2022-01-01","",""
"4499","新北市板橋區文德國民小學","02-22577193","","","220","板橋區","新北市板橋區英士路179號","學校、大型集會場所","學校大門口警衛室","06:00:00","21:00:00","06:00:00","21:00:00","06:00:00","21:00:00","06:00:00","21:00:00","06:00:00","21:00:00","08:00:00","17:00:00","08:00:00","17:00:00","2021-12-20 19:58:08","2018-01-05","2024-09-30","2025-04-30"
"45565","致理科技大學","02-22580318","","","220","板橋區","新北市板橋區文化路一段313號","學校、大型集會場所","健康中心","05:30:00","22:00:00","05:30:00","22:00:00","05:30:00","22:00:00","05:30:00","22:00:00","05:30:00","22:00:00","05:30:00","21:00:00","05:30:00","21:00:00","2022-01-07 11:33:46","2021-12-28","2026-06-30","2025-07-31"
"45565","致理科技大學","02-22580318","","","220","板橋區","新北市板橋區文化路一段313號","學校、大型集會場所","誠信館4樓","05:30:00","22:00:00","05:30:00","22:00:00","05:30:00","22:00:00","05:30:00","22:00:00","05:30:00","22:00:00","05:30:00","21:00:00","05:30:00","21:00:00","2023-10-02 17:31:42","2023-10-04","2024-06-22","2024-06-22"
"45565","致理科技大學","02-2258-0318","","","220","板橋區","新北市板橋區文化路一段313號","學校、大型集會場所","致理綜合教學大樓1樓靠左側","05:30:00","22:00:00","05:30:00","22:00:00","05:30:00","22:00:00","05:30:00","22:00:00","05:30:00","22:00:00","05:30:00","21:00:00","05:30:00","21:00:00","2022-01-07 11:15:25","2021-12-28","2020-09-06","2021-01-01"
"45044","新北市板橋國民運動中心","02-22588886#121","121","","220","板橋區","新北市板橋區智樂路6號","學校、大型集會場所","三樓體適能中心外","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","2021-12-20 19:57:27","2015-03-13","2024-08-19","2024-08-19"
"45044","新北市板橋國民運動中心","02-22588886%121","121","","220","板橋區","新北市板橋區智樂路6號","學校、大型集會場所","一樓泳池外","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","2021-12-20 19:57:27","2015-03-13","2025-07-28","2025-07-27"
"579","國立臺灣藝術大學","02-2272-2181","","","220","板橋區","新北市板橋區大觀路一段59號","學校、大型集會場所","音樂系長廊","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","2021-12-20 19:58:01","2017-07-01","2028-08-31","2025-03-31"
"579","國立臺灣藝術大學","02-2272-2181","","","220","板橋區","新北市板橋區大觀路一段59號","學校、大型集會場所","古蹟系辦公室前","08:00:00","22:00:00","08:00:00","22:00:00","08:00:00","22:00:00","08:00:00","22:00:00","08:00:00","22:00:00","","","","","2021-12-20 19:58:08","2017-11-23","",""
"8221","新北市政府環境保護局直屬區清潔隊","02-22723900-22","22","","220","板橋區","新北市板橋區文化路一段18號","其他","新北市政府環境保護局直屬隊大樓1樓","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","","","","","2021-12-20 19:57:46","2016-05-03","2024-08-31","2025-03-08"
"9198","慈濟板橋園區","02-2275-3926","","","220","板橋區","新北市板橋區大觀路2段2650巷15號","其他","靜思堂門廳東面","08:00:00","22:00:00","08:00:00","22:00:00","08:00:00","22:00:00","08:00:00","22:00:00","08:00:00","22:00:00","08:00:00","22:00:00","08:00:00","22:00:00","2021-12-20 19:56:55","","2028-07-31","2026-07-19"
"3373","板橋榮譽國民之家","02-22755157","","","220","板橋區","新北市板橋區大觀路2段32號","其他","長樂樓1樓大門進入右側","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","","","","","2021-12-20 19:56:25","2013-06-24","2019-03-30","2019-03-30"
"9544","臺北市私立南華高中","0223686818","","","220","板橋區","新北市板橋區國中路132巷11號3樓","學校、大型集會場所","南華高中","08:00:00","21:00:00","08:00:00","21:00:00","08:00:00","21:00:00","08:00:00","21:00:00","08:00:00","21:00:00","","","","","2021-12-20 19:56:57","","2024-09-21","2021-06-01"
"57637","More Fit 江子翠店","02-2518-0080","","","220","板橋區","新北市板橋區雙十路三段31號3樓","學校、大型集會場所","訓練區","07:00:00","23:00:00","07:00:00","23:00:00","07:00:00","23:00:00","07:00:00","23:00:00","07:00:00","23:00:00","07:00:00","23:00:00","07:00:00","23:00:00","2021-12-20 19:58:32","2019-12-26","2024-09-21","2021-06-01"
"2675","臺北捷運府中站BL06","02-25505600＃6012","6012","","220","板橋區","新北市板橋區縣民大道1段193號","交通要衝","捷運府中站B1層","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","2022-10-26 14:17:32","2022-11-07","2024-07-31","2024-07-31"
"10998","臺北捷運板橋站BL07","02-25505600＃6022","6022","","220","板橋區","新北市板橋區站前路5號","交通要衝","板橋站B2層付費區靠近無線上網桌","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","2022-10-26 14:18:45","2022-11-07","2028-12-31","2027-01-01"
"2677","臺北捷運新埔站BL08","02-25505600＃6032","6032","","220","板橋區","新北市板橋區民生路三段2號","交通要衝","新埔站B1層","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","2022-10-26 14:19:34","2022-11-07","2028-12-31","2027-01-31"
"2678","臺北捷運江子翠站BL09","02-25505600＃6042","6042","","220","板橋區","新北市板橋區忠翠里9鄰文化路二段296號","交通要衝","江子翠站B1層","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","2022-10-26 14:20:22","2022-11-07","2027-05-01","2027-01-11"
"2703","臺北捷運亞東醫院站BL05","02-25505600＃6402","6402","","220","板橋區","新北市板橋區南雅南路二段17號","交通要衝","捷運亞東醫院站B1層","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","2022-10-26 14:16:28","2022-11-07","2028-02-06","2026-08-28"
"4927","新北市板橋區溪洲國民小學","02-26867705","","","220","板橋區","新北市板橋區金門街289號","學校、大型集會場所","校門內前庭處","06:00:00","19:00:00","06:00:00","19:00:00","06:00:00","19:00:00","06:00:00","19:00:00","06:00:00","19:00:00","06:00:00","18:00:00","06:00:00","18:00:00","2024-03-14 15:34:33","2024-03-20","2028-02-06","2026-02-28"
"12313","新北市板樹體育館","02-26871368","","","220","板橋區","新北市板橋區溪城路90號","大型休閒場所","大門口入口左側","07:00:00","22:00:00","07:00:00","22:00:00","07:00:00","22:00:00","07:00:00","22:00:00","07:00:00","22:00:00","07:00:00","22:00:00","07:00:00","22:00:00","2021-12-20 19:58:29","2019-08-02","2028-03-08","2025-09-28"
"6810","祥寶尊榮護理之家","022687-6363","","","220","板橋區","新北市板橋區大觀路三段236號6樓","其他","新北市板橋區大觀路三段236號6F","08:00:00","18:00:00","08:00:00","18:00:00","08:00:00","18:00:00","08:00:00","18:00:00","08:00:00","18:00:00","08:00:00","18:00:00","08:00:00","18:00:00","2021-12-20 19:57:12","2014-07-03","2026-06-30","2025-04-30"
"5270","私立康達老人長期照顧中心(養護型)","0226878791","","","220","板橋區","新北市板橋區大觀路三段220巷22號2樓","其他","機構2樓辦公室","08:00:00","23:00:00","08:00:00","23:00:00","08:00:00","23:00:00","08:00:00","23:00:00","08:00:00","23:00:00","08:00:00","23:00:00","08:00:00","23:00:00","2021-12-20 19:57:00","2014-06-11","2026-06-30","2025-04-30"
"43456","星翔游泳培訓有限公司","0229518519","","","220","板橋區","新北市板橋區三民路2段35巷27號一樓游泳池","其他","進游泳池入口左手邊","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","20:00:00","06:00:00","20:00:00","2021-12-20 19:58:40","2020-06-04","2021-10-01","2018-11-30"
"11723","新北市私立豫章高級工商職業學校","02-29519810轉305","305","","220","板橋區","新北市板橋區四川路一段391號","學校、大型集會場所","禮堂內製版室外","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","","","","","2021-12-20 19:58:26","2019-04-02","2025-05-17","2025-05-17"
"7716","新北市板橋區實踐國民小學","02-29531233","","","220","板橋區","新北市板橋區實踐路93巷51號","學校、大型集會場所","健康中心外牆","07:00:00","21:00:00","07:00:00","21:00:00","07:00:00","21:00:00","07:00:00","21:00:00","07:00:00","21:00:00","","","","","2021-12-20 19:58:34","2024-03-04","2025-06-16","2025-06-16"
"11651","新光人壽保險股份有限公司","02-2953-1288 分機:5299","5299","","220","板橋區","新北市板橋區中山路一段141號","其他","新板金融大樓8樓","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","","","","","2024-10-14 15:53:17","2024-04-26","",""
"11651","新光人壽保險股份有限公司","02-2953-1288 分機:5299","5299","","220","板橋區","新北市板橋區中山路一段141號","其他","新板金融大樓9樓健康中心","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","","","","","2024-10-14 15:53:38","2024-04-26","2025-07-27","2025-07-27"
"12064","新北市立圖書館總館","02-2953-7868","","","220","板橋區","新北市板橋區貴興路139號1樓","大型休閒場所","1樓大廳","08:30:00","17:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","17:00:00","2024-06-27 15:17:20","2024-12-25","2026-08-03","2025-08-11"
"4736","新北市立圖書館板橋忠孝分館","02-2954-2455","","","220","板橋區","新北市板橋區國慶路149巷21弄16號3樓","大型休閒場所","板橋區國慶路149巷21弄16號3樓","08:00:00","17:00:00","08:00:00","21:00:00","08:00:00","21:00:00","08:00:00","21:00:00","08:00:00","21:00:00","08:00:00","21:00:00","08:00:00","17:00:00","2024-04-03 10:23:32","2024-12-23","2025-01-31","2025-03-13"
"4530","新北市立重慶國民中學","02-29543001*510","510","","220","板橋區","新北市板橋區國慶路221號","學校、大型集會場所","中央川堂","05:30:00","19:00:00","05:30:00","19:00:00","05:30:00","19:00:00","05:30:00","19:00:00","05:30:00","19:00:00","06:30:00","18:00:00","06:30:00","18:00:00","2021-12-20 19:56:55","2014-06-18","2024-08-19","2024-08-19"
"43426","香港商世界健身事業有限公司板橋重慶分公司","02-2955-7755","","","220","板橋區","新北市板橋區重慶路247號B1","學校、大型集會場所","教練櫃台旁","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","2021-12-20 19:58:40","2020-05-29","2031-07-01","2026-06-30"
"10626","海山護理之家","02-29562767","","","220","板橋區","新北市板橋區漢生東路163號4樓","其他","入口大廳","09:00:00","16:00:00","09:00:00","16:00:00","09:00:00","16:00:00","09:00:00","16:00:00","09:00:00","16:00:00","09:00:00","16:00:00","09:00:00","16:00:00","2021-12-20 19:58:10","2018-04-02","2031-07-31","2026-06-30"
"44014","台北新板希爾頓酒店","02-2958-3770","","","220","板橋區","新北市板橋區民權路88號","旅宿場所","三樓圓滿廳外","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","2021-12-20 19:57:34","2018-02-01","2031-07-31","2026-06-30"
"44014","台北新板希爾頓酒店","02-2958-3770","","","220","板橋區","新北市板橋區民權路88號","旅宿場所","二樓如意廳外","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","2021-12-20 19:58:38","2018-02-01","2031-07-31","2026-06-30"
"44014","台北新板希爾頓酒店","02-2958-3770","","","220","板橋區","新北市板橋區民權路88號","旅宿場所","R樓健身房外","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","2021-12-20 19:58:49","2020-09-24","2031-07-31","2026-06-30"
